"Asset_ID","Canonical_Name","Alias","Operator","Company Type","Status","Total Space (sqft)","Colocation Space (sqft)","Power Capacity (MW)","Acre","street_address","city","state","postal_code","latitude","longitude","estimated_mw","Modified","Created"
"DC-12756","AIRPORT GATEWAY COMMERCE CENTER - Manassas","AIRPORT GATEWAY COMMERCE CENTER - Manassas","UNICORN HOTEL LLC, C/O DUPONT FABROS DEVELOPMENT, PCL D",,"[""Planned""]","0","0","0","0","10850 Airman Ave","Manassas","VA","20110","38.721441","-77.496428","1.0","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-12755","ABTEEN VENTURES LLC (CloudHQ)","ABTEEN VENTURES LLC (CloudHQ)","ABTEEN VENTURES LLC (CloudHQ)",,"[""Operational""]","394,593","0","0","0","10880 AIRMAN AVE","Manassas","VA","20110","38.716855","-77.499737","24.2","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-12754","9001 Hornbaker Rd","9001 Hornbaker Rd",,,"[""Planned""]","871,518","0","0","0","9001 HORNBAKER RD","Manassas","VA","20109","38.762553","-77.533848","53.4","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-12753","Data center - Lynchburg","Data center - Lynchburg",,,"[""Withdrawn/In Doubt""]","450,000","0","0","0","Cabin Field Rd and Richmond Hwy","Lynchburg","VA","24504","37.3761","-79.0327","27.6","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-12752","Desper Creek Technology Campus (AWS data center)","Desper Creek Technology Campus (AWS data center)",,,"[""Planned""]","0","0","0","0","Betw Mt Airy Rd and US-33","Louisa County","VA","23093","37.97047","-77.9546","1.0","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-12751","Amazon Data Center - Louisa County","Amazon Data Center - Louisa County","Amazon","[""Hyperscale""]","[""Withdrawn/In Doubt""]","7,200,000","0","0","0","between Kennon and School Bus Rds","Louisa County","VA","23117","38.00263","-77.94","440.8","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-12750","North Creek Tech Campus","North Creek Tech Campus","Amazon","[""Hyperscale""]","[""Planned""]","8,700,000","0","0","0","Mount Airy Rd","Louisa","VA","23093","37.968378","-77.953341","532.7","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-12749","Amazon Data Center - Louisa","Amazon Data Center - Louisa","Amazon","[""Hyperscale""]","[""Planned""]","3,800,000","0","0","0","Hwy 33","Louisa","VA","23093","37.98242","-77.9511","232.7","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-12748","Wilderness Crossing","Wilderness Crossing","Amazon","[""Hyperscale""]","[""Planned""]","5,000,000","0","0","0","4447 GERMANNA HWY","Locust Grove","VA","22508","38.333162","-77.731088","306.1","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-12747","Villages at Leesburg","Villages at Leesburg","STACK INFRASTRUCTURE",,"[""Planned""]","250,000","0","0","0","42830 GOLF CLUB RD","Leesburg","VA","20176","39.087734","-77.5195","15.3","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-12746","Tuscarora Crossing Landbay 3","Tuscarora Crossing Landbay 3","BlackChamber Group",,"[""Planned""]","701,400","0","0","0","19560 CROSSTRAIL BLVD","Leesburg","VA","20175","39.077232","-77.533743","42.9","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-12745","Spring Valley Technology Park","Spring Valley Technology Park",,,"[""Planned""]","3,483,902","0","0","0","22532 EVERGREEN MILLS RD","LEESBURG","VA","20175","39.001057","-77.571261","213.3","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-12744","Project Celtic Phase 2","Project Celtic Phase 2","Google","[""Hyperscale""]","[""Planned""]","1,190,996","0","0","0","20649 ENERGY PARK DR","Leesburg","VA","20175","39.053901","-77.544647","72.9","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-12743","Project Celtic Phase 1","Project Celtic Phase 1","Google","[""Hyperscale""]","[""Operational""]","743,608","0","0","0","20680 CELTIC PARK DR","Leesburg","VA","20175","39.056914","-77.546632","45.5","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-12742","Orme Farm Rezoning","Orme Farm Rezoning","Van Metre Communities LLC/Roy Barnett",,"[""Planned""]","508,000","0","0","0","41451 SHREVE MILL RD","Leesburg","VA","20175","39.059394","-77.557965","31.1","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-12741","Oaklawn","Oaklawn",,,"[""Planned""]","700,000","0","0","0","101 OAKLAWN DR","Leesburg","VA","20175","39.091972","-77.560566","42.9","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-12740","NVA06 Campus - Leesburg","NVA06 Campus - Leesburg","STACK INFRASTRUCTURE",,"[""Operational""]","232,886","0","0","0","19275 COMPASS CREEK PKWY SE","Leesburg","VA","20175","39.082627","-77.565232","14.3","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-12739","NVA06 Campus - Leesburg","NVA06 Campus - Leesburg","STACK INFRASTRUCTURE",,"[""Operational""]","388,150","0","0","0","19265 COMPASS CREEK PKWY","Leesburg","VA","20175","39.080228","-77.564728","23.8","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-12738","Leesburg Gateway","Leesburg Gateway","Google","[""Hyperscale""]","[""Planned""]","281,800","0","0","0","481 POTOMAC STATION DR","Leesburg","VA","20176","39.103152","-77.536382","17.3","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-12737","HAYDEN TECHNOLOGIES","HAYDEN TECHNOLOGIES","HAYDEN TECHNOLOGIES LLC",,"[""Operational""]","563,584","0","0","0","20491 GOOSE LANDING LN","Leesburg","VA","20175","39.051714","-77.539561","34.5","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-12736","Greenlin Park","Greenlin Park","Charles S Kuhn/JK Landholdings II LLC",,"[""Planned""]","3,702,600","0","0","0","41453 HOGELAND MILL RD","Leesburg","VA","20175","39.056361","-77.55221","226.7","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-12735","Cross Mill Center data center","Cross Mill Center data center",,,"[""Planned""]","556,746","0","0","0","Skycolin Rd","Leesburg","VA","20175","39.06358","-77.5522","34.1","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-12734","Cross Mill Center","Cross Mill Center","Kuhn, Charles C/JK Holdings II LLC",,"[""Planned""]","546,500","0","0","0","20040 SYCOLIN RD","Leesburg","VA","20175","39.06295","-77.550479","33.5","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-12733","COMPASS DATACENTERS IAD I","COMPASS DATACENTERS IAD I","Compass Data Centers","[""Carrier Neutral/Real Estate""]","[""Operational""]","551,029","0","0","0","42247 THUNDERBALL DR","Leesburg","VA","20175","39.043821","-77.537601","33.7","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-12732","Cochran Mill Road","Cochran Mill Road","SDC Capital Partners","[""Carrier Neutral/Real Estate""]","[""Planned""]","811,129","0","0","97","42277 COCHRAN MILL RD","Leesburg","VA","20175","39.074633","-77.51654","88.4","2/9/2026 8:24 PM","2/7/2026 7:26 PM"
"DC-12731","Amazon Data Center - Leesburg","Amazon Data Center - Leesburg","Amazon",,"[""Unknown""]","0","0","0","0","41789 Cochran Mill Rd, Leesburg, VA 20175","Leesburg","VA","20175","39.06878","-77.5313","1.0","2/13/2026 5:08 PM","2/7/2026 7:26 PM"
"DC-12730","Ladysmith Technology Park","Ladysmith Technology Park",,,"[""Planned""]","1,684,480","0","0","0","Ladysmith Road, northwest of I-95 & Ladysmith Road Intersection",,"VA","22546","38.026902","-77.504313","103.1","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-12729","Dahlgren West","Dahlgren West",,,"[""Planned""]","9,000,000","0","0","0","west of the intersection of Route 301 and Route 616, just up the road from the Chestnut Hill Loop","King George","VA","22485","38.30985","-77.112638","551.0","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-12728","Birchwood AWS","Birchwood AWS","Amazon","[""Hyperscale""]","[""Planned""]","7,250,000","0","0","0","10900 BIRCHWOOD DR","King George","VA","22485","38.266402","-77.317728","443.9","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-12727","EdgeCore - Kents Store","EdgeCore - Kents Store",,,"[""Withdrawn/In Doubt""]","3,900,000","0","0","0","5735 State Rte 653","Kents Store","VA","23084","37.88311","-78.0388","238.8","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-12726","DC-4","DC-4","QTS Data Centers","[""Carrier Neutral/Real Estate""]","[""Planned""]","323,526","0","0","0","10680 UNIVERSITY BLVD","Innovation","VA","20109","38.752627","-77.516501","19.8","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-12725","Renaissance Technology Park - Herndon","Renaissance Technology Park - Herndon","Amazon","[""Hyperscale""]","[""Planned""]","617,500","0","0","0","13860 Redskin Dr","Herndon","VA","20171","38.935288","-77.425349","37.8","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-12724","Renaissance Technology Park - Herndon","Renaissance Technology Park - Herndon","RP INDUSTRIAL OWNER II LLC",,"[""Planned""]","2,136,040","0","0","0","13850 PARK CENTER RD","Herndon","VA","20171","38.932446","-77.423865","130.8","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-12723","Equinix DC 97","Equinix DC 97","LDI PROPCO 2 LLC",,"[""Operational""]","63,912","0","0","0","460 SPRINGPARK PL","Herndon","VA","20170","38.961671","-77.377431","3.9","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-12722","DBT Data Cyber Integration Center","DBT Data Cyber Integration Center","AC 139 TYCO STREET LLC",,"[""Operational""]","95,500","0","0","0","139 TYCO ST","Harrisonburg","VA","22802","38.462488","-78.856794","5.8","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-12721","Unnamed Data Center","Unnamed Data Center","BOLES, BRENDA ET ALS EAST, SHARON ET ALS BOLES, DOUGLAS ET ALS KELLEY, OTEY HARRIS III ET ALS KELLEY, CHARLES ET ALS",,"[""Planned""]","2,280,801","0","0","0","6321 ROCKFORD SCH RD","Gretna","VA","24557","36.980349","-79.351865","139.6","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-12720","Green Energy Ventures Data Center","Green Energy Ventures Data Center",,,"[""Planned""]","6,500,000","0","0","0","Graves Corner Northwest of the intersection of Bloomsbury Road and Kings HWY",,"VA","22485","38.256558","-77.291219","398.0","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-12719","HHHunt data center","HHHunt data center",,,"[""Planned""]","4,000,000","0","0","0","15201 Ashland Rd","Glen Allen","VA","23059","37.71385","-77.6231","244.9","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-12718","Cavalier Innsbrook Data Center","Cavalier Innsbrook Data Center","HIGHWOODS PROP",,"[""Operational""]","0","0","0","0","4551 COX RD","Glen Allen","VA","23060","37.660876","-77.573923","1.0","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-12717","Village Place at Gainesville Technology Park","Village Place at Gainesville Technology Park","CTP-I LLC",,"[""Planned""]","1,188,143","0","0","0","14403 JOHN MARSHALL HWY","Gainesville","VA","20155","38.801835","-77.620599","72.7","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-12716","University Business Park","University Business Park","Microsoft","[""Hyperscale""]","[""Planned""]","3,800,000","0","0","0","13490 UNIVERSITY BLVD","Gainesville","VA","20155","38.794459","-77.582424","232.7","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-12715","Prince William Digital Gateway","Prince William Digital Gateway","QTS Data Centers","[""Carrier Neutral/Real Estate""]","[""Planned""]","10,700,000","0","0","0","Pageland Ln","Gainesville","VA","20155","38.82437317","-77.56874","655.1","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-12714","PORPOISE VENTURES LLC (Digital Realty Trust)","PORPOISE VENTURES LLC (Digital Realty Trust)","Digital Realty","[""Carrier Neutral/Real Estate""]","[""Operational""]","227,465","0","0","0","8217 LINTON HALL RD","Gainesville","VA","20155","38.778057","-77.594681","13.9","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-12713","John Marshall CommonsTech Park","John Marshall CommonsTech Park","CTP-1 LLC",,"[""Planned""]","530,000","0","0","0","14392 JOHN MARSHALL HWY","Gainesville","VA","20155","38.803946","-77.616867","32.4","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-12712","I-66 and Route 29 Technology Park","I-66 and Route 29 Technology Park","NTT Global Data Centers",,"[""Planned""]","2,957,680","0","0","0","14300 JOHN MARSHALL HWY","Gainesville","VA","20155","38.8008","-77.612558","181.1","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-12711","GCDC PURCHASER PHASE 1 LLC","GCDC PURCHASER PHASE 1 LLC","GCDC PURCHASER PHASE 1 LLC",,"[""Operational""]","482,223","0","0","0","13760 UNIVERSITY BLVD","Gainesville","VA","20109","38.802408","-77.582555","29.5","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-12710","Gardner Property","Gardner Property",,,"[""Planned""]","1,787,266","0","0","0","14414 MCGRAWS CORNER","Gainesville","VA","20155","38.7958","-77.622189","109.4","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-12709","Gainsville East","Gainsville East","Amazon","[""Hyperscale""]","[""Planned""]","2,200,000","0","0","0","5945 WELLINGTON RD","Gainesville","VA","20155","38.790676","-77.587976","134.7","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-12708","Gainesville Crossing Data Campus","Gainesville Crossing Data Campus","CORSCALE",,"[""Operational""]","1,817,777","0","0","0","13700 UNIVERSITY BLVD","Gainesville","VA","20155","38.801325","-77.580301","111.3","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-12707","Digital Gateway QTS/ Compass data center","Digital Gateway QTS/ Compass data center",,,"[""Withdrawn/In Doubt""]","0","0","0","0","between Sudley Rd and Hwy 29","Gainesville","VA","20155","38.83534","-77.5653","1.0","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-12706","COPT DC 19 LLC","COPT DC 19 LLC","COPT DC 19 LLC",,"[""Operational""]","719,742","0","0","0","8170 BETHLEHEM RD","Gainesville","VA","20155","38.779421","-77.542481","44.1","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-12705","Vantage Data Center - Fredericksburg","Vantage Data Center - Fredericksburg",,,"[""Operational""]","0","0","0","0","225 Centreport Parkway","Fredricksburg","VA","22406","38.3915282","-77.46515787","1.0","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-12704","Summit Crossing Tech Campus","Summit Crossing Tech Campus",,,"[""Planned""]","2,100,000","0","0","0","Summit Crossing Road","Fredricksburg","VA","22408","38.188471","-77.440532","128.6","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-12703","Sisson North","Sisson North",,,"[""Planned""]","1,140,000","0","0","0","1301 KINGS HWY","Fredricksburg","VA","22405","38.258732","-77.387048","69.8","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-12702","Hunter's Ridge South","Hunter's Ridge South","AREP SOF III HRS LLC C/O AMERICAN REAL ESTATE PARTNERS, LLC",,"[""Planned""]","2,549,131","0","0","0","Industrial and Fleet Dr","Fredricksburg","VA","22580","38.121683","-77.504197","156.1","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-12701","George Washington Village Data Center","George Washington Village Data Center",,,"[""Planned""]","7,900,000","0","0","0","Courthouse Rd/Interstate 95, Hartwood District","Fredricksburg","VA","22406","38.40892","-77.446931","483.7","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-12700","Enon Road Technologies","Enon Road Technologies",,,"[""Planned""]","2,000,000","0","0","0","south of Enon Road near the intersection with Wyatt Lane","Fredricksburg","VA","22406","38.36789","-77.473578","122.5","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-12699","Cosner Tech Campus","Cosner Tech Campus","Amazon","[""Hyperscale""]","[""Planned""]","1,900,000","0","0","0","4049 Massaponax Church Road","Fredricksburg","VA","22408","38.209718","-77.484228","116.3","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-12698","Carter's Store Tech Campus","Carter's Store Tech Campus","Amazon","[""Hyperscale""]","[""Planned""]","2,600,000","0","0","0",,"Fredricksburg","VA","22408","38.189512","-77.454808","159.2","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-12697","Blaisdell Property Data Center","Blaisdell Property Data Center",,,"[""Planned""]","1,480,000","0","0","0","Old Forge Drive","Fredricksburg","VA","22405","38.331717","-77.487329","90.6","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-12696","Summit Technology Park","Summit Technology Park",,,"[""Planned""]","2,200,000","0","0","0","2901 Summit Crossing RD","Fredericksburg","VA","22408","38.195139","-77.432071","134.7","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-12695","Summit Crossing (Amazon)","Summit Crossing (Amazon)","Amazon","[""Hyperscale""]","[""Under Construction""]","2,100,000","0","0","0","~3001 Summit Crossing Rd","Fredericksburg","VA","22408","38.19358","-77.4393","128.6","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-12694","Stack Infrastructure data center","Stack Infrastructure data center",,,"[""Planned""]","0","0","0","0","Hilton Dr","Fredericksburg","VA","22401","38.31828","-77.5166","1.0","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-12693","PowerHouse95","PowerHouse95","PowerHouse Data Centers","[""Carrier Neutral/Real Estate""]","[""Planned""]","3,500,000","0","800","0","0 Overview DR","Fredericksburg","VA","22408","38.222046","-77.477093","800.0","2/9/2026 9:42 PM","2/7/2026 7:26 PM"
"DC-12692","Penzance Development data center - Fredericksburg","Penzance Development data center - Fredericksburg",,,"[""Withdrawn/In Doubt""]","2,100,000","0","0","0","1500 Gateway Boulevard","Fredericksburg","VA","22401","38.29463","-77.5023","128.6","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-12691","Oasis data center","Oasis data center",,,"[""Under Construction""]","6,800,000","0","0","0","Dahlgren West, north side of James Madison Parkway","Fredericksburg","VA","22485","38.30967","-77.1084","416.3","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-12690","NEON AT CELEBRATE VIRGINIA SOUTH","NEON AT CELEBRATE VIRGINIA SOUTH","STACK INFRASTRUCTURE",,"[""Planned""]","0","0","0","0","3050 GORDON W SHELTON","Fredericksburg","VA","22401","38.318707","-77.517353","1.0","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-12689","Hunters Ridge South data center (Amazon Data Services)","Hunters Ridge South data center (Amazon Data Services)","Amazon","[""Hyperscale""]","[""Under Construction""]","2,200,000","0","0","0","9300 Cosner Dr","Fredericksburg","VA","22401","38.21137","-77.4848","134.7","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-12688","Forest Lane Data Center","Forest Lane Data Center",,,"[""Planned""]","7,068,000","0","0","0","Between Caisson Rd and Kings Hwy","Fredericksburg","VA","22405","38.26742","-77.3867","432.7","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-12687","Cranes Corner Data Center","Cranes Corner Data Center",,,"[""Planned""]","900,000","0","0","0","east of U.S. 1 and about 1,400 feet north of the Centreport Parkway intersection","Fredericksburg","VA","22405","38.371295","-77.451436","55.1","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-12686","Amazon Data Services","Amazon Data Services","Amazon",,"[""Planned""]","0","0","0","0","4049 Massaponax Church Rd,","Fredericksburg","VA","22408","38.19853","-77.475","1.0","2/13/2026 5:08 PM","2/7/2026 7:26 PM"
"DC-12685","Heartland Innovative Technology (HIT) Park","Heartland Innovative Technology (HIT) Park","Prince Edward County Industrial Development Authority",,"[""Planned""]","1,300,000","0","0","0","230 KELLY LANE","Farmville","VA","23901","37.288516","-78.350123","79.6","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-12684","Northrop Grummon Systems Corporation","Northrop Grummon Systems Corporation","NORTHROP GRUMMAN SYSTEMS CORP",,"[""Operational""]","358,898","0","0","0","2980 FAIRVIEW PARK DR","Falls Church","VA","22042","38.867814","-77.215622","22.0","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-12683","Northrop Grumman Systems Corporation","Northrop Grumman Systems Corporation","NORTHROP GRUMMAN SYSTEMS CORP",,"[""Operational""]","602,257","0","0","0","7555 COLSHIRE DR","Falls Church","VA","22042","38.921877","-77.206844","36.9","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-12682","Data center - Falls Church","Data center - Falls Church","Black Chamber Partners, LLC",,"[""Planned""]","0","0","0","0","8132 US-29","Falls Church","VA","22042","38.846429","-77.365623","1.0","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-12681","COPT STONECROFT","COPT STONECROFT","COPT STONECROFT LLC",,"[""Operational""]","320,330","0","0","0","4850 STONECROFT BLVD","Fairfax","VA","22033","38.876262","-77.461776","19.6","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-12680","BIT HOLDINGS FIFTY-FOUR","BIT HOLDINGS FIFTY-FOUR","BIT HOLDINGS FIFTY-FOUR INC",,"[""Operational""]","338,364","0","0","0","12902 FEDERAL SYSTEMS PARK DR","Fairfax","VA","22033","38.860842","-77.393411","20.7","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-12679","Mid-Atlantic Advanced Manufacturing Center","Mid-Atlantic Advanced Manufacturing Center","Arup Americas Inc",,"[""Planned""]","0","0","0","0","1781 Greensville County Cir","Emporia","VA","23847","36.736737","-77.514697","1.0","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-12678","WHEELER SURVEY COMPANY","WHEELER SURVEY COMPANY","WHEELER SURVEY COMPANY LLC",,"[""Operational""]","538,565","0","0","0","24400 HOWLING ROOSTER LN","Dulles","VA","20166","38.942362","-77.528644","33.0","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-12677","WATERSIDE AWS","WATERSIDE AWS","WATERSIDE I LLC",,"[""Operational""]","976,046","0","0","0","22900 PLATFORM PLZ","Dulles","VA","20166","38.981249","-77.417931","59.8","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-12676","SENTINEL ASHBURN II","SENTINEL ASHBURN II","GI TC LOUDOUN LLC",,"[""Operational""]","234,100","0","0","0","22262 CLOUD PLZ","Dulles","VA","20166","39.000604","-77.439857","14.3","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-12675","Northwoods Property","Northwoods Property","Amazon","[""Hyperscale""]","[""Operational""]","263,340","0","0","0","43649 LIGHT SPEED PLZ","Dulles","VA","20166","38.980716","-77.493818","16.1","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-12674","IAD44","IAD44","Digital Realty","[""Carrier Neutral/Real Estate""]","[""Operational""]","784,204","0","0","0","43704 EFFICIENCY DR","Dulles","VA","20166","38.961181","-77.490523","48.0","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-12673","Farah-Naples Data Center","Farah-Naples Data Center",,,"[""Planned""]","100,000","0","0","0","Loudoun County Parkway and Old Ox Road","Dulles","VA","20166","38.95731","-77.513062","6.1","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-12672","DIGITAL LOUDOUN IV","DIGITAL LOUDOUN IV","DIGITAL LOUDOUN IV LLC",,"[""Operational""]","800,702","0","0","0","22125 BRODERICK DR","Dulles","VA","20166","39.005144","-77.451195","49.0","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-12671","Scott County Regional Business & Technology Park","Scott County Regional Business & Technology Park","SCOTT COUNTY INDUSTRIAL DEV.",,"[""Planned""]","0","0","0","0","372 Technology Trail Ln","Duffield","VA","24244","36.715853","-82.804589","1.0","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-12670","Duffield Premier Data Center Site","Duffield Premier Data Center Site","ONEPARTNER LLC",,"[""Operational""]","9,200","0","0","0","158 Advanced Technology Dr","Duffield","VA","24244","36.712565","-82.802504","0.6","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-12669","Greenfield","Greenfield",,,"[""Planned""]","0","0","0","0","INTERNATIONAL PKWY","DALEVILLE","VA","24083","37.441695","-79.912694","1.0","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-12668","XX Tech Park","XX Tech Park",,,"[""Planned""]","4,638,704","0","0","0","15170 HOFFMAN LN","Culpepper","VA","22701","38.499273","-77.897106","284.0","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-12667","SWIFT","SWIFT",,,"[""Operational""]","90,000","0","0","0","Corner of McDevitt Dr and Technology Drive","Culpepper","VA","22701","38.455539","-77.98348","5.5","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-12666","Keyser Farm","Keyser Farm",,,"[""Planned""]","1,506,582","0","0","0","15140 KEYSER RD","Culpepper","VA","22701","38.469711","-77.973753","92.2","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-12665","Equinix data center","Equinix data center","Equinix","[""Carrier Neutral/Real Estate""]","[""Operational""]","370,000","0","0","0","18155 Technology Dr","Culpepper","VA","22701","38.45487","-77.9783","22.7","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-12664","EdgeCore - Culpepper","EdgeCore - Culpepper",,,"[""Unknown""]","1,400,000","0","0","0","Nalles Mill Rd","Culpepper","VA","22701","38.47151","-77.9693","85.7","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-12663","DataBank","DataBank",,,"[""Planned""]","1,299,804","0","0","0","14601 GERMANNA HWY","Culpepper","VA","22701","38.449959","-77.978186","79.6","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-12662","Culpeper Technology Campus","Culpeper Technology Campus",,,"[""Planned""]","2,100,000","0","0","0","Corner of Germanna HWY and McDevitt Drive","Culpepper","VA","22701","38.460241","-77.987731","128.6","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-12661","Copper Ridge","Copper Ridge",,,"[""Planned""]","2,200,000","0","0","0","Corner of E. Chandler and McDevitt Drive","Culpepper","VA","22701","38.465295","-77.987389","134.7","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-12660","CloudHQ","CloudHQ","CloudHQ",,"[""Planned""]","2,100,000","0","0","0","14521 MCDEVITT DR","Culpepper","VA","22701","38.461639","-77.977615","128.6","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-12659","Cielo Digital Infrastructure - Culpepper","Cielo Digital Infrastructure - Culpepper","Cielo Digital Infrastructure",,"[""Planned""]","1,400,000","0","0","0",,"Culpepper","VA","22701","38.466786","-77.963531","85.7","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-12658","Microsoft - Clarksville","Microsoft - Clarksville","Microsoft","[""Hyperscale""]","[""Unknown""]","0","0","0","0","Commerce Dr","Clarksville","VA","23927","36.63564","-78.5181","1.0","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-12657","Virginia Information Technologies Agency","Virginia Information Technologies Agency","SLK GLOBAL SOLUTIONS AMERICA",,"[""Operational""]","192,195","0","0","0","11751 MEADOWVILLE LANE","Chester","VA","23836","37.360415","-77.331778","11.8","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-12656","Tract data center - Chester","Tract data center - Chester",,,"[""Withdrawn/In Doubt""]","0","0","0","0","16100 Branders Bridge Rd","Chester","VA","23831","37.29442","-77.453","1.0","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
