"Asset_ID","Canonical_Name","Alias","Operator","Company Type","Status","Total Space (sqft)","Colocation Space (sqft)","Power Capacity (MW)","Acre","street_address","city","state","postal_code","latitude","longitude","estimated_mw","Modified","Created"
"DC-13262","Talen Energy","Talen Energy","Talen Energy","[""Carrier Neutral/Real Estate""]","[""Withdrawn/In Doubt""]","0","0","0","870","18 McMicheal Rd","Washingtonvill","PA","17884","41.07059844","-76.66766963","1,487.7","4/3/2026 5:55 PM","2/7/2026 7:26 PM"
"DC-13261","EdgeConnex: Pittsburgh","EdgeConnex: Pittsburgh","EdgeConnex","[""Carrier Neutral/Real Estate""]","[""Operational""]","14,174","0","1","0","282 Corliss St","Pittsburgh","PA","15220","40.45253594","-80.04181","1.0","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-13260","Mawson Infastructure Group - Midland","Mawson Infastructure Group - Midland","Mawson Infrastructure Group","[""Miner""]","[""Operational""]","0","0","120","0","950 Railroad Ave","Midland","PA","15059","40.63396049","-80.45109867","120.0","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-13259","IEP Project","IEP Project","Unknown Operator","[""Carrier Neutral/Real Estate""]","[""Planned""]","0","0","944","0",,"Greensboro","PA","15338","39.83751414","-79.93610506","944.0","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-13258","Mawson Infastructure Group - Sharon","Mawson Infastructure Group - Sharon","Mawson Infrastructure Group","[""Miner""]","[""Operational""]","0","0","120","0","201 Clark St","Sharon","PA","16146","41.24499473","-80.5064225","120.0","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-13257","CoreSite: NY2","CoreSite: NY2","CoreSite","[""Carrier Neutral/Real Estate""]","[""Operational""]","236,000","0","15","0","2 Emerson Lane","Secaucus","NJ","7094","40.78370291","-74.06494675","15.0","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-13256","QuadraNet: New Jersey","QuadraNet: New Jersey","QuadraNet","[""Carrier Neutral/Real Estate""]","[""Operational""]","48,000","0","0","0","110 Meadowlands Pkwy","Secaucus","NJ","7094","40.78656588","-74.07451996","2.9","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-13255","H5: Secaucus","H5: Secaucus","H5 Data Centers","[""Carrier Neutral/Real Estate""]","[""Operational""]","38,000","0","0","0","200B Meadowlands Parkway","Secaucus","NJ","7094","40.78516004","-74.07608339","2.3","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-13254","Evocative: EWR1","Evocative: EWR1","Evocative","[""Carrier Neutral/Real Estate""]","[""Operational""]","105,000","0","10","0","1 Enterprise Ave N","Secaucus","NJ","7094","40.78784524","-74.06812178","10.0","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-13253","365: Carlstadt","365: Carlstadt","365 Data Centers","[""Carrier Neutral/Real Estate""]","[""Operational""]","187,600","0","18","0","410 Commerce Blvd","Carlstadt","NJ","7072","40.82806253","-74.04943906","18.0","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-13252","DRT: EWR21","DRT: EWR21","Digital Realty","[""Carrier Neutral/Real Estate""]","[""Operational""]","215,000","0","30","0","2 Peekay Dr","Clifton","NJ","7014","40.83117517","-74.12493206","30.0","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-13251","DRT: EWR20","DRT: EWR20","Digital Realty","[""Carrier Neutral/Real Estate""]","[""Operational""]","183,000","0","11","0","100 Delawanna Ave","Clifton","NJ","7014","40.83015614","-74.12669902","11.0","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-13250","DRT: EWR15","DRT: EWR15","Digital Realty","[""Carrier Neutral/Real Estate""]","[""Operational""]","0","0","2.4","0","701 Union Blvd","Totowa","NJ","7512","40.89150312","-74.22863128","2.4","2/19/2026 2:37 PM","2/7/2026 7:26 PM"
"DC-13249","CyrusOne: NYM2","CyrusOne: NYM2","CyrusOne","[""Carrier Neutral/Real Estate""]","[""Operational""]","200,000","0","16","0","50 Madison Rd","Totowa","NJ","7512","40.90755948","-74.24254665","16.0","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-13248","Secaucus NY4","Secaucus NY4","CoreSite","[""Carrier Neutral/Real Estate""]","[""Planned""]","132,000","0","0","0","215 County Ave","Secaucus","NJ","7094","40.77284086","-74.06640688","8.1","2/10/2026 4:06 PM","2/7/2026 7:26 PM"
"DC-13247","EWR2","EWR2","Centersquare","[""Carrier Neutral/Real Estate""]","[""Operational""]","802,397","0","105","0","300 JFK Blvd E","Weehawken","NJ","7086","40.76213844","-74.02535626","105.0","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-13246","QTS: Jersey City","QTS: Jersey City","QTS Data Centers","[""Carrier Neutral/Real Estate""]","[""Operational""]","51,000","0","3","0","95 Christopher Columbus Dr","Jersey City","NJ","7302","40.7194519","-74.04286129","3.0","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-13245","EWR1","EWR1","Centersquare","[""Carrier Neutral/Real Estate""]","[""Operational""]","22,858","0","3.6","0","210 Hudson St","Jersey City","NJ","7302","40.7194199","-74.0330362","3.6","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-13244","Cologix: NNJ1","Cologix: NNJ1","Cologix","[""Carrier Neutral/Real Estate""]","[""Operational""]","30,000","0","0","0","1719 Route 10","Parsippany","NJ","7054","40.84052876","-74.46014325","1.8","2/19/2026 2:32 PM","2/7/2026 7:26 PM"
"DC-13243","Cologix: NNJ2","Cologix: NNJ2","Cologix","[""Carrier Neutral/Real Estate""]","[""Operational""]","50,000","0","0","0","9 Wing Dr","Cedar Knolls","NJ","7927","40.83209202","-74.44877647","3.1","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-13242","Coreweave: 11 NEST","Coreweave: 11 NEST","Coreweave","[""Enterprise/Other""]","[""Operational""]","280,000","0","0","0","2000 Galloping Hill Rd","Kenilworth","NJ","7033","40.67593122","-74.27463069","17.1","2/19/2026 2:35 PM","2/7/2026 7:26 PM"
"DC-13241","DRT: EWR11","DRT: EWR11","Digital Realty","[""Carrier Neutral/Real Estate""]","[""Operational""]","277,000","0","0","0","3 Corporate Pl","Piscataway Township","NJ","8854","40.55393651","-74.4571703","17.0","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-13240","DRT: EWR12","DRT: EWR12","Digital Realty","[""Carrier Neutral/Real Estate""]","[""Operational""]","351,000","0","0","0","365 S Randolphville Rd","Piscataway","NJ","8854","40.55297817","-74.4596803","21.5","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-13239","Databank: EWR2","Databank: EWR2","DataBank","[""Carrier Neutral/Real Estate""]","[""Operational""]","22,590","0","3","0","25 Corporate Place S","Piscataway","NJ","8854","40.54948569","-74.45827479","3.0","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-13238","QTS: Piscataway","QTS: Piscataway","QTS Data Centers","[""Carrier Neutral/Real Estate""]","[""Operational""]","360,000","176,000","52","0","101 Posumtown Rd","Piscataway Township","NJ","8854","40.55728489","-74.48424609","52.0","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-13237","Rackspace: NYC1","Rackspace: NYC1","Rackspace","[""Carrier Neutral/Real Estate""]","[""Operational""]","11,000","0","1","0","125 Belmont Dr","Somerset","NJ","8873","40.54112451","-74.53758339","1.0","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-13236","Rackspace: NYC2","Rackspace: NYC2","Rackspace","[""Carrier Neutral/Real Estate""]","[""Operational""]","35,000","0","2","0","202 Campus Dr","Franklin Township","NJ","8873","40.54512289","-74.53806015","2.0","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-13235","Iron Mountain: NJE-1","Iron Mountain: NJE-1","Iron Mountain Data Centers","[""Carrier Neutral/Real Estate""]","[""Operational""]","830,000","0","25","0","3003 Woodbridge Ave","Edison","NJ","8837","40.52107468","-74.34714855","25.0","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-13234","Princeton Nurseries","Princeton Nurseries","DataBridge","[""Carrier Neutral/Real Estate""]","[""Planned""]","340,985","0","0","160",,"South Brunswick Township","NJ","8540","40.36071708","-74.60438283","105.1","2/10/2026 4:08 PM","2/7/2026 7:26 PM"
"DC-13233","Continent8: Atlantic City","Continent8: Atlantic City","Continent 8","[""Carrier Neutral/Real Estate""]","[""Operational""]","15,000","0","0","0","1 Convention Blvd","Atlantic City","NJ","8401","39.36415162","-74.44124782","0.9","2/19/2026 2:36 PM","2/7/2026 7:26 PM"
"DC-13232","NYI: 75 Broad","NYI: 75 Broad","NYI","[""Carrier/Mobile/MSO""]","[""Operational""]","22,000","0","2","0","75 Broad St","New York","NY","10004","40.70486964","-74.0114166","2.0","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-13231","Cogent: New York","Cogent: New York","Cogent Communications","[""Carrier/Mobile/MSO""]","[""Operational""]","42,371","0","0","0","25 Broadway","New York","NY","10004","40.70625936","-74.01428282","2.6","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-13230","365: New York","365: New York","365 Data Centers","[""Carrier Neutral/Real Estate""]","[""Operational""]","16,000","0","0.75","0","65 Broadway","New York","NY","10006","40.70751933","-74.01249686","0.8","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-13229","NYI: 100 William","NYI: 100 William","NYI","[""Carrier/Mobile/MSO""]","[""Operational""]","0","30,000","2","0","100 William St","New York","NY","10038","40.70855613","-74.00704657","2.0","2/19/2026 2:37 PM","2/7/2026 7:26 PM"
"DC-13228","60 Hudson","60 Hudson","Digital Realty","[""Carrier Neutral/Real Estate""]","[""Operational""]","164,000","0","0","0","60 Hudson St","New York","NY","10013","40.71813149","-74.0083059","10.0","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-13227","32 A of A","32 A of A","Digital Realty","[""Carrier Neutral/Real Estate""]","[""Operational""]","132,500","0","9","0","32 Avenue of the Americas","New York","NY","10013","40.72000697","-74.00429533","9.0","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-13226","Citigroup 390 Greenwich","Citigroup 390 Greenwich","Citigroup","[""Enterprise/Other""]","[""Operational""]","0","0","0","0","390 Greenwich St","New York","NY","10013","40.72134693","-74.011231","1.0","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-13225","H5: 325 Hudson","H5: 325 Hudson","H5 Data Centers","[""Carrier Neutral/Real Estate""]","[""Operational""]","240,000","0","5","0","325 Hudson St","New York","NY","10013","40.72701442","-74.00771333","5.0","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-13224","Lumen: New York 7","Lumen: New York 7","Lumen","[""Carrier/Mobile/MSO""]","[""Operational""]","20,000","0","0","0","601 W 26th St","New York","NY","10001","40.75177213","-74.00651663","1.2","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-13223","Opti9: NY1","Opti9: NY1","Opti9","[""Carrier Neutral/Real Estate""]","[""Operational""]","10,000","0","1.2","0","501 Franklin Ave","Garden City","NY","11530","40.72298535","-73.6317256","1.2","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-13222","Lumen: Garden City","Lumen: Garden City","Lumen","[""Carrier/Mobile/MSO""]","[""Operational""]","304,442","0","2.64","0","71 Clinton Rd","Garden City","NY","11530","40.72911408","-73.61904907","2.6","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-13221","1025Connect","1025Connect","1025Connect","[""Carrier Neutral/Real Estate""]","[""Operational""]","0","0","0","0","1025 Old Country Rd","Westbury","NY","11590","40.75567609","-73.55791479","1.0","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-13220","2 Christie Heights","2 Christie Heights","Mapletree Industrial","[""Carrier Neutral/Real Estate""]","[""Operational""]","0","0","0","0","2 Christie Heights St","Leonia","NJ","7605","40.86940525","-73.98928009","1.0","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-13219","Equinix: NY13","Equinix: NY13","Equinix","[""Carrier Neutral/Real Estate""]","[""Operational""]","55,284","0","0","0","401 Fieldcrest Dr","Elmsford","NY","10523","41.07116099","-73.82018086","3.4","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-13218","TierPoint: Hawthorne","TierPoint: Hawthorne","TierPoint","[""Carrier Neutral/Real Estate""]","[""Operational""]","28,000","0","0","0","11 Skyline Dr","Hawthorne","NY","10532","41.08866136","-73.81517677","1.7","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-13217","Evocative: Chappaqua JFK2","Evocative: Chappaqua JFK2","Evocative","[""Carrier Neutral/Real Estate""]","[""Operational""]","38,000","0","0","0","480 N Bedford Rd","Chappaqua","NY","10514","41.17931377","-73.75520143","2.3","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-13216","CyrusOne: NYM7","CyrusOne: NYM7","CyrusOne","[""Carrier Neutral/Real Estate""]","[""Operational""]","100,000","0","10","0","155 Myers Corners Rd","Wappingers Falls","NY","12590","41.59917995","-73.88214232","10.0","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-13215","Lumen: Albany 3","Lumen: Albany 3","Lumen","[""Carrier/Mobile/MSO""]","[""Operational""]","0","0","0","0","11 N Pearl St","Albany","NY","12207","42.65023095","-73.75208062","1.0","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-13214","FirstLight: Albany","FirstLight: Albany","FirstLight","[""Carrier/Mobile/MSO""]","[""Operational""]","8,000","0","0","0","11 N Pearl St","Albany","NY","12207","42.65023095","-73.75208062","0.5","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-13213","Lumen: Albany 2","Lumen: Albany 2","Lumen","[""Carrier/Mobile/MSO""]","[""Operational""]","0","0","0","0","194 Washington Ave","Albany","NY","12210","42.65664182","-73.76302813","1.0","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-13212","Lumen: Albany 1","Lumen: Albany 1","Lumen","[""Carrier/Mobile/MSO""]","[""Operational""]","15,000","0","0","0","316 N Peral St","Albany","NY","12207","42.66156611","-73.74739453","0.9","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-13211","INOC - ALB3","INOC - ALB3","INOC Data Centers","[""Carrier Neutral/Real Estate""]","[""Operational""]","5,500","0","3","0","4 Tower Pl","Albany","NY","12203","42.68639184","-73.84263853","3.0","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-13210","Lumen: Albany 4","Lumen: Albany 4","Lumen","[""Carrier/Mobile/MSO""]","[""Operational""]","0","0","0","0","10 Airline Dr","Albany","NY","12205","42.7359521","-73.81824627","1.0","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-13209","Lumen: East Syracuse","Lumen: East Syracuse","Lumen","[""Carrier/Mobile/MSO""]","[""Operational""]","0","0","0","0","6007 Fair Lakes Rd","East Syracuse","NY","13057","43.0934171","-76.07047252","1.0","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-13208","FirstLight: Romulus","FirstLight: Romulus","FirstLight","[""Carrier/Mobile/MSO""]","[""Operational""]","2,000","0","0","0","7890 Lehigh Crossing","Victor","NY","14564","43.00442795","-77.47318709","0.1","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-13207","Lumen: Rochester 3","Lumen: Rochester 3","Lumen","[""Carrier/Mobile/MSO""]","[""Operational""]","16,318","0","0","0","150 Mile Crossing Blvd","Rochester","NY","14624","43.15046547","-77.73019457","1.0","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-13206","Centrilogic: Rochester","Centrilogic: Rochester","Centrilogic","[""Carrier Neutral/Real Estate""]","[""Operational""]","0","22,000","0","0","28 Mansfield St","Rochester","NY","14606","43.16741286","-77.67305286","1.4","2/19/2026 2:40 PM","2/7/2026 7:26 PM"
"DC-13205","Lumen: Buffalo 1","Lumen: Buffalo 1","Lumen","[""Carrier/Mobile/MSO""]","[""Operational""]","0","0","0","0","240 Scott St","Buffalo","NY","14204","42.87602506","-78.86708356","1.0","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-13204","Lumen: Buffalo 2","Lumen: Buffalo 2","Lumen","[""Carrier/Mobile/MSO""]","[""Operational""]","0","0","0","0","325 Delaware Ave","Buffalo","NY","14202","42.89340644","-78.87521123","1.0","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-13203","Lumen: Stamford","Lumen: Stamford","Lumen","[""Carrier/Mobile/MSO""]","[""Operational""]","0","0","0","0","21 Harbor View Ave","Stamford","CT","6902","41.04932137","-73.53080982","1.0","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-13202","Crown Castle: Stamford 2","Crown Castle: Stamford 2","Crown Castle","[""Carrier/Mobile/MSO""]","[""Operational""]","0","0","0","0","5 Landmark Sq","Stamford","CT","6901","41.05383489","-73.53716715","1.0","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-13201","Crown Castle: Stamford","Crown Castle: Stamford","Crown Castle","[""Carrier/Mobile/MSO""]","[""Operational""]","0","0","0","0","1351 Washington Blvd","Stamford","CT","6902","41.0581826","-73.54297405","1.0","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-13200","NYM10","NYM10","CyrusOne","[""Carrier Neutral/Real Estate""]","[""Operational""]","57,000","0","4","0","10 Riverbend Dr S","Stamford","CT","6907","41.08421279","-73.51763784","4.0","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-13199","NYM5","NYM5","CyrusOne","[""Carrier Neutral/Real Estate""]","[""Operational""]","168,000","0","16","0","6 Norden Pl","Norwalk","CT","6855","41.11327752","-73.38870712","16.0","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-13198","Aphorio Carter: Trumbull","Aphorio Carter: Trumbull","Aphorio Carter","[""Carrier Neutral/Real Estate""]","[""Operational""]","227,500","0","15","0","80 Merritt Blvd","Trumbull","CT","6611","41.24235219","-73.146973","15.0","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-13197","TierPoint: Waterbury","TierPoint: Waterbury","TierPoint","[""Carrier Neutral/Real Estate""]","[""Operational""]","3,000","0","0","0","108 Bank St","Waterbury","CT","6702","41.55462656","-73.04123023","0.2","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-13196","Charter Development: Wallingford","Charter Development: Wallingford","Charter Development LLC","[""Carrier Neutral/Real Estate""]","[""Planned""]","350,000","0","0","0","1181 Barnes Rd","Wallingford","CT","6492","41.47803948","-72.76689402","21.4","2/10/2026 4:10 PM","2/7/2026 7:26 PM"
"DC-13195","Gray Wolf: Bristol","Gray Wolf: Bristol","Gray Wolf","[""Carrier Neutral/Real Estate""]","[""Planned""]","0","0","3","0","234 Riverside Ave","Bristol","CT","6010","41.66991596","-72.93472144","3.0","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-13194","Energy Innovation Park","Energy Innovation Park","Unknown Operator","[""Carrier Neutral/Real Estate""]","[""Planned""]","465,000","0","44","0","480 Myrtle St","New Britain","CT","6053","41.66944466","-72.79736034","44.0","2/10/2026 4:11 PM","2/7/2026 7:26 PM"
"DC-13193","Lumen: Hartford 1","Lumen: Hartford 1","Lumen","[""Carrier/Mobile/MSO""]","[""Operational""]","11,000","0","0","0","155 Locust St","Hartford","CT","6114","41.74523369","-72.66520014","0.7","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-13192","Gray Wolf: Amston","Gray Wolf: Amston","Gray Wolf","[""Carrier Neutral/Real Estate""]","[""Planned""]","0","0","23","17",,"Colchester","CT","6415","41.59476478","-72.33439912","23.0","2/10/2026 4:14 PM","2/7/2026 7:26 PM"
"DC-13191","Prov.net: Providence 2","Prov.net: Providence 2","Prov.net","[""Carrier/Mobile/MSO""]","[""Operational""]","0","0","0","0","1155 Westminster St","Providence","RI","2909","41.81774741","-71.42770989","1.0","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-13190","Congruity360: Fall River","Congruity360: Fall River","Congruity360","[""Carrier Neutral/Real Estate""]","[""Operational""]","0","0","0","0","456 Bedford St","Fall River","MA","2720","41.70135654","-71.14684077","1.0","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-13189","Cogent: Somerville","Cogent: Somerville","Cogent Communications","[""Carrier/Mobile/MSO""]","[""Operational""]","12,000","0","0","0","59 Inner Belt Rd","Somerville","MA","2143","42.37834765","-71.08158999","0.7","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-13188","Evocative: BOS1","Evocative: BOS1","Evocative","[""Carrier Neutral/Real Estate""]","[""Operational""]","46,000","0","6","0","50 Inner Belt Rd","Somerville","MA","2143","42.37812176","-71.08037182","6.0","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
"DC-13187","Coresite: BO1","Coresite: BO1","CoreSite","[""Carrier Neutral/Real Estate""]","[""Operational""]","253,000","0","0","0","70 Inner Belt Rd","Somerville","MA","2143","42.37702484","-71.07978706","15.5","2/7/2026 7:26 PM","2/7/2026 7:26 PM"
